# pulse height: 50
# THL 	 Mean hits
200	1
201	1
202	1
203	1
204	1
205	1
206	1
207	1
208	1
209	1
210	1
211	1
212	1
213	1
214	1
215	1
216	1
217	1
218	1
219	1
220	1
221	1
222	1
223	1
224	1
225	1
226	1
227	1
228	1
229	1
230	1
231	1
232	1
233	1
234	1
235	1
236	1
237	1
238	1
239	1
240	1
241	1
242	1
243	1
244	1
245	1
246	1
247	1
248	1
249	1
250	1
251	1
252	1
253	1
254	1
255	1
256	1
257	1
258	1
259	1
260	1
261	1
262	1
263	1
264	1
265	1
266	1
267	1
268	1
269	1
270	1
271	1
272	1
273	1
274	1
275	1
276	1
277	1
278	1
279	1
280	1
281	1
282	1
283	1
284	1
285	1
286	1
287	1
288	1
289	1
290	1
291	1
292	1
293	1
294	1
295	1
296	1
297	1
298	1
299	1
300	1
301	1
302	1
303	1
304	1
305	1
306	1
307	1
308	1
309	1
310	1
311	1
312	1
313	1
314	1
315	1
316	1
317	1
318	2
319	2
320	2
321	3
322	4
323	6
324	12
325	20
326	29
327	58
328	103
329	145
330	195
331	294
332	357
333	424
334	527
335	613
336	675
337	732
338	829
339	853
340	912
341	938
342	961
343	980
344	988
345	994
346	998
347	999
348	1000
349	1001
350	1001
351	1001
352	1001
353	1001
354	1001
355	1001
356	1002
357	1002
358	1002
359	1002
360	1003
361	1003
362	1003
363	1004
364	1005
365	1006
366	1007
367	1008
368	1010
369	1012
370	1014
371	1019
372	1027
373	1036
374	1056
375	1093
376	1151
377	1246
378	1465
379	1696
380	2089
381	2701
382	3259
383	3712
384	4263
385	4442
386	4616
387	4574
388	4372
389	4158
390	3774
391	3233
392	2698
393	2348
394	1988
395	1679
396	1478
397	1257
398	1183
399	1086
400	1054
401	1039
402	1021
403	1011
404	1006
405	1003
406	1002
407	1001
408	1000
409	1000
410	1000
411	1000
412	1000
413	1000
414	1000
415	1000
416	1000
417	1000
418	1000
419	999
420	1000
421	999
422	999
423	999
424	999
425	999
426	998
427	997
428	994
429	987
430	981
431	967
432	943
433	910
434	872
435	810
436	747
437	671
438	597
439	496
440	416
441	318
442	253
443	195
444	144
445	92
446	69
447	45
448	30
449	19
450	14
451	9
452	6
453	4
454	2
455	2
456	1
457	1
458	1
459	1
460	1
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
