# pulse height: 25
# THL 	 Mean hits
200	1
201	1
202	1
203	1
204	1
205	1
206	1
207	1
208	1
209	1
210	1
211	1
212	1
213	1
214	1
215	1
216	1
217	1
218	1
219	1
220	1
221	1
222	1
223	1
224	1
225	1
226	1
227	1
228	1
229	1
230	1
231	1
232	1
233	1
234	1
235	1
236	1
237	1
238	1
239	1
240	1
241	1
242	1
243	1
244	1
245	1
246	1
247	1
248	1
249	1
250	1
251	1
252	1
253	1
254	1
255	1
256	1
257	1
258	1
259	1
260	1
261	1
262	1
263	1
264	1
265	1
266	1
267	1
268	1
269	1
270	1
271	1
272	1
273	1
274	1
275	1
276	1
277	1
278	1
279	1
280	1
281	1
282	1
283	1
284	1
285	1
286	1
287	1
288	1
289	1
290	1
291	1
292	1
293	1
294	1
295	1
296	1
297	1
298	1
299	1
300	1
301	1
302	1
303	1
304	1
305	1
306	1
307	1
308	1
309	1
310	1
311	1
312	1
313	1
314	1
315	1
316	1
317	1
318	1
319	1
320	1
321	1
322	1
323	1
324	1
325	1
326	1
327	1
328	1
329	1
330	1
331	1
332	1
333	1
334	1
335	1
336	1
337	1
338	1
339	1
340	1
341	1
342	1
343	1
344	1
345	1
346	1
347	1
348	1
349	1
350	1
351	1
352	1
353	1
354	1
355	1
356	1
357	1
358	1
359	1
360	1
361	1
362	1
363	1
364	2
365	3
366	6
367	12
368	17
369	34
370	46
371	81
372	118
373	185
374	227
375	324
376	435
377	541
378	629
379	722
380	800
381	861
382	918
383	953
384	978
385	998
386	1016
387	1032
388	1055
389	1083
390	1127
391	1225
392	1383
393	1603
394	1840
395	2284
396	2808
397	3452
398	4312
399	4760
400	5156
401	5287
402	5337
403	5039
404	4643
405	4008
406	3719
407	3075
408	2603
409	2046
410	1710
411	1430
412	1247
413	1157
414	1081
415	1040
416	1021
417	1005
418	998
419	990
420	976
421	960
422	937
423	893
424	842
425	779
426	701
427	602
428	507
429	421
430	337
431	271
432	199
433	136
434	88
435	55
436	34
437	19
438	13
439	7
440	4
441	2
442	1
443	1
444	1
445	1
446	1
447	1
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	1
513	0
514	0
515	1
516	0
517	0
518	1
519	1
520	1
521	0
522	1
523	1
524	0
525	0
526	1
527	1
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	1
537	0
538	1
539	0
540	1
541	1
542	1
543	1
544	1
545	1
546	1
547	1
548	0
549	0
550	0
551	1
552	1
553	1
554	1
555	1
556	1
557	0
558	1
559	1
560	1
561	0
562	1
563	0
564	0
565	0
566	1
567	0
568	1
569	0
570	1
571	1
572	1
573	1
574	1
575	1
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
