700	0
699	0
698	0
697	0
696	0
695	0
694	0
693	0
692	0
691	0
690	0
689	0
688	0
687	0
686	0
685	0
684	0
683	0
682	0
681	0
680	0
679	0
678	0
677	0
676	0
675	0
674	0
673	0
672	0
671	0
670	0
669	0
668	0
667	0
666	0
665	0
664	0
663	0
662	0
661	0
660	0
659	0
658	0
657	0
656	0
655	0
654	0
653	0
652	0
651	0
650	0
649	0
648	0
647	0
646	0
645	0
644	0
643	0
642	0
641	0
640	0
639	0
638	0
637	0
636	0
635	0
634	0
633	0
632	0
631	0
630	0
629	0
628	0
627	0
626	0
625	0
624	0
623	0
622	0
621	0
620	0
619	0
618	0
617	0
616	0
615	0
614	0
613	0
612	0
611	0
610	0
609	0
608	0
607	0
606	0
605	0
604	0
603	0
602	0
601	0
600	0
599	0
598	0
597	0
596	0
595	0
594	0
593	0
592	0
591	0
590	0
589	0
588	0
587	0
586	0
585	0
584	0
583	0
582	0
581	0
580	0
579	0
578	0
577	0
576	0
575	0
574	0
573	0
572	0
571	0
570	0
569	0
568	0
567	0
566	0
565	0
564	0
563	0
562	0
561	0
560	0
559	0
558	0
557	0
556	0
555	0
554	0
553	0
552	0
551	0
550	0
549	0
548	0
547	0
546	0
545	0
544	0
543	0
542	0
541	0
540	0
539	0
538	0
537	0
536	0
535	0
534	0
533	0
532	0
531	0
530	0
529	0
528	0
527	0
526	0
525	0
524	0
523	0
522	0
521	0
520	0
519	0
518	0
517	0
516	0
515	0
514	0
513	0
512	0
511	0
510	0
509	0
508	0
507	0
506	0
505	0
504	0
503	0
502	0
501	0
500	0
499	0
498	0
497	0
496	0
495	0
494	0
493	0
492	0
491	0
490	0
489	0
488	0
487	0
486	0
485	0
484	0
483	0
482	0
481	0
480	0
479	0
478	0
477	0
476	0
475	0
474	0
473	0
472	0
471	0
470	0
469	0
468	0
467	0
466	0
465	0
464	0
463	0
462	0
461	0
460	0
459	0
458	0
457	0
456	0
455	0
454	0
453	0
452	0
451	0
450	0
449	0
448	0
447	0
446	0
445	0
444	0
443	0
442	0
441	0
440	0
439	0
438	0
437	0
436	0
435	0
434	0
433	0
432	0
431	0
430	0
429	0
428	0
427	0
426	0
425	0
424	0
423	0
422	0
421	0
420	0
419	0
418	0
417	0
416	0
415	0
414	0
413	0
412	0
411	0
410	0
409	0
408	0
407	8
406	16
405	16
404	16
403	16
402	24
401	24
400	24
399	24
398	24
397	24
396	24
395	24
394	24
393	24
392	24
391	24
390	24
389	24
388	24
387	24
386	24
385	24
384	24
383	24
382	24
381	24
380	24
379	24
378	24
377	24
376	24
375	24
374	24
373	24
372	24
371	24
370	24
369	24
368	24
367	24
366	24
365	24
364	24
363	24
362	24
361	24
360	24
359	24
358	24
357	24
356	24
355	24
354	24
353	24
352	24
351	24
350	24
349	24
348	24
347	24
346	24
345	24
344	24
343	24
342	24
341	24
340	24
339	24
338	24
337	24
336	24
335	24
334	24
333	24
332	24
331	24
330	24
329	24
328	24
327	24
326	24
325	24
324	24
323	24
322	24
321	24
320	24
319	24
318	24
317	24
316	24
315	24
314	32
313	32
312	32
311	40
310	48
309	48
308	48
307	72
306	88
305	88
304	88
303	104
302	96
301	104
300	96
299	80
298	64
297	64
296	64
295	48
294	40
293	40
292	40
291	32
290	32
289	32
288	32
287	32
286	32
285	32
284	32
283	24
282	24
281	24
280	24
279	24
278	24
277	24
276	24
275	24
274	24
273	24
272	24
271	24
270	24
269	24
268	24
267	24
266	24
265	24
264	24
263	24
262	24
261	24
260	24
259	24
258	24
257	24
256	24
255	24
254	24
253	24
252	24
251	24
250	24
249	24
248	24
247	24
246	24
245	24
244	24
243	24
242	24
241	24
240	24
239	24
238	24
237	24
236	24
235	24
234	24
233	24
232	24
231	24
230	24
229	24
228	24
227	24
226	24
225	24
224	24
223	24
222	24
221	24
220	24
219	24
218	24
217	24
216	24
215	16
214	16
213	16
212	16
211	8
210	8
209	0
208	8
207	0
206	0
205	0
204	0
203	0
202	0
201	0
200	0
